batch_index,image_name,width,height,source_pool,source_group,original_path,brightness_mean,contrast_std,edge_mean
1,001_mobile_night_video_20250529_205107_frame_0201.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0201.jpg,37.982,34.487,14.909
2,002_seed_streetlight_dataset_train_train_set_1_frame_231_jpg.rf.j17x1n2zOXt6s0O3T2IZ.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_231_jpg.rf.j17x1n2zOXt6s0O3T2IZ.jpg,38.369,45.927,13.381
3,003_mobile_night_video_5616515181548_frame_0073.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0073.jpg,35.56,29.976,14.65
4,004_seed_streetlight_dataset_valid_train_set_1_frame_314_jpg.rf.BqG34iFvlcPGWGW55nmu.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_314_jpg.rf.BqG34iFvlcPGWGW55nmu.jpg,52.748,48.219,27.909
5,005_mobile_night_video_20250529_211431_frame_0009.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0009.jpg,37.2,45.945,17.795
6,006_seed_streetlight_dataset_test_train_set_2_frame_3_jpg.rf.bt5KQWhynJb67fYVuCHE.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_2_frame_3_jpg.rf.bt5KQWhynJb67fYVuCHE.jpg,59.517,38.8,30.467
7,007_mobile_night_video_561651518145_frame_0005.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0005.jpg,25.169,28.628,17.912
8,008_seed_streetlight_dataset_train_train_set_1_frame_94_jpg.rf.FShJlvnyUzf5kE8ennmE.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_94_jpg.rf.FShJlvnyUzf5kE8ennmE.jpg,38.448,41.134,14.747
9,009_mobile_night_video_20250529_205304_frame_0033.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0033.jpg,36.321,41.274,10.85
10,010_seed_streetlight_dataset_valid_test_set_2_frame_11_jpg.rf.9A30dAfp0Md8GAZlQXZz.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\test_set_2_frame_11_jpg.rf.9A30dAfp0Md8GAZlQXZz.jpg,52.798,48.498,26.352
11,011_mobile_night_video_20250529_205507_frame_0127.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0127.jpg,33.307,43.391,15.516
12,012_seed_streetlight_dataset_test_train_set_2_frame_186_jpg.rf.u9cMhd8JUxM95kN6rmOD.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_2_frame_186_jpg.rf.u9cMhd8JUxM95kN6rmOD.jpg,59.83,41.648,27.839
13,013_mobile_night_video_20250529_205815_frame_0055.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0055.jpg,39.03,37.215,12.351
14,014_seed_streetlight_dataset_train_train_set_1_frame_344_jpg.rf.v0xMjkNWfon1YH2FPsLF.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_344_jpg.rf.v0xMjkNWfon1YH2FPsLF.jpg,38.535,46.613,15.811
15,015_mobile_night_video_20250529_2050207_frame_0024.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0024.jpg,48.007,43.962,16.691
16,016_seed_streetlight_dataset_valid_train_set_1_frame_287_jpg.rf.OlA6xhN1EW7yy7Pl0NSG.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_287_jpg.rf.OlA6xhN1EW7yy7Pl0NSG.jpg,52.9,42.833,18.0
17,017_mobile_night_video_20250529_205437_frame_0066.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0066.jpg,38.337,38.394,23.814
18,018_seed_streetlight_dataset_test_train_set_1_frame_217_jpg.rf.flq4n8DmeFTFa1QPyCjb.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_217_jpg.rf.flq4n8DmeFTFa1QPyCjb.jpg,59.961,43.242,20.886
19,019_mobile_night_video_56165151815_frame_0019.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0019.jpg,37.028,35.646,22.444
20,020_seed_streetlight_dataset_train_train_set_1_frame_360_jpg.rf.ECeJCFGGBQzR7NfrFNo9.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_360_jpg.rf.ECeJCFGGBQzR7NfrFNo9.jpg,38.629,40.499,13.396
21,021_mobile_night_video_56165151814_frame_0008.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0008.jpg,58.288,41.449,16.538
22,022_seed_streetlight_dataset_valid_train_set_1_frame_173_jpg.rf.zGhMp8uE2w8PHnmXIGfN.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_173_jpg.rf.zGhMp8uE2w8PHnmXIGfN.jpg,53.152,32.269,18.065
23,023_mobile_night_video_561651518146_frame_0008.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0008.jpg,58.288,41.449,16.538
24,024_seed_streetlight_dataset_test_train_set_2_frame_56_jpg.rf.JkMH9cciALjBymKZTuWK.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_2_frame_56_jpg.rf.JkMH9cciALjBymKZTuWK.jpg,61.028,44.229,25.745
25,025_mobile_night_video_20250529_205107_frame_0178.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0178.jpg,38.095,43.244,14.239
26,026_seed_streetlight_dataset_train_train_set_1_frame_119_jpg.rf.3V7pwlRmMRj0QPfSu5P0.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_119_jpg.rf.3V7pwlRmMRj0QPfSu5P0.jpg,39.01,37.214,12.32
27,027_mobile_night_video_5616515181548_frame_0096.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0096.jpg,35.624,28.528,16.89
28,028_seed_streetlight_dataset_valid_train_set_1_frame_169_jpg.rf.hbKWzy3x3PFp4swaaY7Q.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_169_jpg.rf.hbKWzy3x3PFp4swaaY7Q.jpg,53.294,42.51,14.929
29,029_mobile_night_video_20250529_211431_frame_0061.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0061.jpg,37.471,39.544,14.427
30,030_seed_streetlight_dataset_test_train_set_1_frame_145_jpg.rf.cFe9pth8uhsnaGjaQlUH.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_145_jpg.rf.cFe9pth8uhsnaGjaQlUH.jpg,61.04,48.694,16.244
31,031_mobile_night_video_561651518145_frame_0023.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0023.jpg,29.069,30.21,24.237
32,032_seed_streetlight_dataset_train_train_set_1_frame_407_jpg.rf.I4BGL87aOwUlVmKvyUHO.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\arindam-annotated-images\nighttime-streetlight-detection.coco\train\train_set_1_frame_407_jpg.rf.I4BGL87aOwUlVmKvyUHO.jpg,39.036,36.969,12.947
33,033_mobile_night_video_20250529_205304_frame_0097.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0097.jpg,36.384,38.017,13.638
34,034_seed_streetlight_dataset_valid_test_set_2_frame_9_jpg.rf.IRconPrMMzCIojyTkg7l.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\test_set_2_frame_9_jpg.rf.IRconPrMMzCIojyTkg7l.jpg,53.318,45.415,26.961
35,035_mobile_night_video_20250529_205507_frame_0015.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0015.jpg,33.31,31.788,12.01
36,036_seed_streetlight_dataset_test_train_set_1_frame_391_jpg.rf.9OoPiapTBQV4ipOQ8WOb.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_391_jpg.rf.9OoPiapTBQV4ipOQ8WOb.jpg,61.398,48.935,20.711
37,037_mobile_night_video_20250529_205815_frame_0034.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0034.jpg,39.262,34.961,10.463
38,038_seed_streetlight_dataset_train_set_3_frame_49_jpg.rf.Lwdt5vl6qySsXs5uzB20.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\arindam-annotated-images\nighttime-streetlight-detection.coco\train\set_3_frame_49_jpg.rf.Lwdt5vl6qySsXs5uzB20.jpg,39.047,38.001,24.681
39,039_mobile_night_video_20250529_2050207_frame_0081.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0081.jpg,48.104,40.207,18.905
40,040_seed_streetlight_dataset_valid_train_set_1_frame_248_jpg.rf.nrhuy5MJAnF8tJJkQbfx.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_248_jpg.rf.nrhuy5MJAnF8tJJkQbfx.jpg,53.348,32.241,21.335
41,041_mobile_night_video_20250529_205437_frame_0072.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0072.jpg,38.387,29.338,15.908
42,042_seed_streetlight_dataset_test_train_set_1_frame_102_jpg.rf.izGEhcQgphNOEo1AGrby.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_102_jpg.rf.izGEhcQgphNOEo1AGrby.jpg,61.659,30.785,15.914
43,043_mobile_night_video_56165151815_frame_0000.jpg,1280,720,mobile_night_video,56165151815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151815\frame_0000.jpg,38.096,49.615,22.866
44,044_seed_streetlight_dataset_train_train_set_1_frame_358_jpg.rf.mlDVIPRV1W4j6N0aP1xA.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_358_jpg.rf.mlDVIPRV1W4j6N0aP1xA.jpg,39.367,39.22,12.99
45,045_mobile_night_video_56165151814_frame_0004.jpg,1280,720,mobile_night_video,56165151814,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\56165151814\frame_0004.jpg,58.604,37.288,19.669
46,046_seed_streetlight_dataset_valid_train_set_1_frame_213_jpg.rf.mIFSAyt9bLxQIrMrtWEh.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_213_jpg.rf.mIFSAyt9bLxQIrMrtWEh.jpg,53.67,48.549,15.551
47,047_mobile_night_video_561651518146_frame_0004.jpg,1280,720,mobile_night_video,561651518146,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518146\frame_0004.jpg,58.604,37.288,19.669
48,048_seed_streetlight_dataset_test_train_set_2_frame_43_jpg.rf.gpSGKWVAu5lDmswlf1Jy.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_2_frame_43_jpg.rf.gpSGKWVAu5lDmswlf1Jy.jpg,61.825,37.973,31.276
49,049_mobile_night_video_20250529_205107_frame_0100.jpg,1280,720,mobile_night_video,20250529_205107,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205107\frame_0100.jpg,38.388,45.927,13.372
50,050_seed_streetlight_dataset_train_train_set_1_frame_185_jpg.rf.MBIyywnzqAksnstUsOqc.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\arindam-annotated-images\nighttime-streetlight-detection.coco\train\train_set_1_frame_185_jpg.rf.MBIyywnzqAksnstUsOqc.jpg,39.402,43.957,12.168
51,051_mobile_night_video_5616515181548_frame_0234.jpg,1280,720,mobile_night_video,5616515181548,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\5616515181548\frame_0234.jpg,35.879,39.172,15.035
52,052_seed_streetlight_dataset_valid_train_set_1_frame_148_jpg.rf.R3185ykQKM9mgZ0HYw2c.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_148_jpg.rf.R3185ykQKM9mgZ0HYw2c.jpg,53.79,36.256,21.644
53,053_mobile_night_video_20250529_211431_frame_0063.jpg,1280,720,mobile_night_video,20250529_211431,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_211431\frame_0063.jpg,37.522,39.455,16.266
54,054_seed_streetlight_dataset_test_train_set_2_frame_194_jpg.rf.w0GqSkDD6mF07UGjyTBX.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_2_frame_194_jpg.rf.w0GqSkDD6mF07UGjyTBX.jpg,62.892,46.125,29.684
55,055_mobile_night_video_561651518145_frame_0020.jpg,1280,720,mobile_night_video,561651518145,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\unknown_source\561651518145\frame_0020.jpg,29.59,28.059,22.706
56,056_seed_streetlight_dataset_train_train_set_1_frame_395_jpg.rf.eT7U519szHxYxZ5Ex2Hw.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\train_set_1_frame_395_jpg.rf.eT7U519szHxYxZ5Ex2Hw.jpg,39.456,39.128,15.126
57,057_mobile_night_video_20250529_205304_frame_0126.jpg,1280,720,mobile_night_video,20250529_205304,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205304\frame_0126.jpg,36.394,38.747,14.365
58,058_seed_streetlight_dataset_valid_val_set_1_frame_3_jpg.rf.AXEACBdLKrtf3Er62vel.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\val_set_1_frame_3_jpg.rf.AXEACBdLKrtf3Er62vel.jpg,53.968,42.947,16.903
59,059_mobile_night_video_20250529_205507_frame_0044.jpg,1280,720,mobile_night_video,20250529_205507,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205507\frame_0044.jpg,33.401,36.549,19.277
60,060_seed_streetlight_dataset_test_val_set_1_frame_58_jpg.rf.RddSWEytJBo9sCZJYtI1.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\val_set_1_frame_58_jpg.rf.RddSWEytJBo9sCZJYtI1.jpg,63.297,37.157,22.501
61,061_mobile_night_video_20250529_205815_frame_0081.jpg,1280,720,mobile_night_video,20250529_205815,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205815\frame_0081.jpg,39.422,43.968,12.171
62,062_seed_streetlight_dataset_train_test_set_1_frame_31_jpg.rf.ReFRYfZW9ZRMgwZ7TxAv.jpg,1280,720,seed_streetlight_dataset,train,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\train\test_set_1_frame_31_jpg.rf.ReFRYfZW9ZRMgwZ7TxAv.jpg,39.46,32.313,15.061
63,063_mobile_night_video_20250529_2050207_frame_0013.jpg,1280,720,mobile_night_video,20250529_2050207,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_2050207\frame_0013.jpg,48.22,52.234,16.631
64,064_seed_streetlight_dataset_valid_train_set_1_frame_140_jpg.rf.MFy6ZiBPLJYrGudLMnGs.jpg,1280,720,seed_streetlight_dataset,valid,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\valid\train_set_1_frame_140_jpg.rf.MFy6ZiBPLJYrGudLMnGs.jpg,54.081,46.931,14.921
65,065_mobile_night_video_20250529_205437_frame_0095.jpg,1280,720,mobile_night_video,20250529_205437,F:\RBCCPS_Directory\datasets\extracted_frames\mobile_night_videos\2025-05-29\20250529_205437\frame_0095.jpg,38.405,27.483,17.293
66,066_seed_streetlight_dataset_test_train_set_1_frame_52_jpg.rf.Hu4PMksHWibOBFL5OEGT.jpg,1280,720,seed_streetlight_dataset,test,F:\RBCCPS_Directory\datasets\annotated_seed\jobin-original-annotated-images\test\train_set_1_frame_52_jpg.rf.Hu4PMksHWibOBFL5OEGT.jpg,64.856,48.009,15.657
